pair_id,label,complex,simple,complex_words,simple_words,compression_ratio
CD006522,ignore,"Of the two trials testing uni-planar non-bridging fixation, one found no significant differences in functional or clinical outcomes; the other found non-bridging fixation significantly improved grip strength, wrist flexion and anatomical outcome.","Two trials tested similar non-bridging fixators: one found no significant differences in functional or clinical outcomes, whereas the other found non-bridging fixation significantly improved grip strength, wrist flexion and anatomical outcome.",32,31,0.96875
CD006522,ignore,The third trial found no significant findings in favour of multi-planar non-bridging fixation of complex intra-articular fractures.,The third trial found no significant findings in favour of multi-planar non-bridging fixation of complex fractures.,17,16,0.9411764705882353
CD006522,rephrase,One trial using a bridging external fixator found that deploying an extra external fixator pin to fix the 'floating' distal fragment gave superior functional and anatomical results.,One trial using a bridging external fixator found that fixing the distal fracture fragment with an extra external fixator pin gave superior functional and anatomical results.,27,26,0.9629629629629629
CD006522,ignore,One trial found no evidence of differences in clinical outcomes for hydroxyapatite coated pins compared with standard uncoated pins.,One trial found no evidence of differences in clinical outcomes for hydroxyapatite coated pins compared with standard uncoated pins.,19,19,1.0
CD006522,ignore,Two trials compared dynamic versus static external fixation.,Two trials compared dynamic versus static external fixation.,8,8,1.0
CD006522,ignore,One trial found no significant effects from early dynamism of an external fixator.,One trial found no significant effects from the early 'dynamism' of an external fixator.,13,14,1.0769230769230769
CD006522,rephrase,The poor quality of the other trial undermines its findings of poorer functional and anatomical outcomes for dynamic fixation.,The poor quality of the other trial undermines its findings of poorer results for dynamic fixation.,19,16,0.8421052631578947
CD006522,rephrase,There is insufficient robust evidence to determine the relative effects of different methods of external fixation.,The review concluded that there is insufficient robust evidence to determine the relative effects of the different methods of external fixation.,16,21,1.3125
CD013733,rephrase,"We included two studies in our review, with 628 participants aged five to 41 years.",The larger study involved 608 people aged 16 years and older.,15,11,0.7333333333333333
CD013733,rephrase,The study compared the effects of a digitally enhanced inhalation mode (target inhalation mode) for nebulised antibiotics compared to standard mode in children attending a regional CF clinic in the United Kingdom.,One small study compared two breathing modes of a digital nebuliser in 20 children aged 5 to 16 years (the nebuliser delivered an antibiotic as an inhaled mist).,32,28,0.875
CD013733,rephrase,"The intervention group also receiving access to an online web-based platform, CFHealthHub, which offered tailored, flexible support from the study interventionist as well as access to their adherence data, educational and problem-solving information throughout the 12-month trial period.","CFHealthHub gave participants access to their adherence data and individual support from study investigators, who collected data for 12 months.",38,20,0.5263157894736842
CD013733,rephrase,We graded all evidence as moderate certainty.,"We summarised the results of the studies and rated our confidence in the evidence, based on factors such as study methods and sizes.",7,23,3.2857142857142856
CD013733,rephrase,There is probably little or no difference in the incidence of pulmonary exacerbations or QoL between the two groups.,"However, it probably makes little or no difference to quality of life or the number of flare-ups of disease.",19,19,1.0
CD013733,rephrase,Digital monitoring plus tailored support via an online platform probably improves adherence to inhaled therapies and reduces treatment burden (but without a corresponding change in QoL) in the medium term (low- and moderate-certainty evidence).,The combination of nebuliser plus online support also probably lowers the 'burden of treatment'.,34,14,0.4117647058823529
CD013733,rephrase,"In a shorter time frame, technological enhancement of inhaling antibiotics may improve adherence to treatment (low-certainty evidence).",Current evidence for how digital technology can improve adherence to inhaled treatments is limited.,17,14,0.8235294117647058
CD013733,rephrase,"There may be little or no effect on lung function with either intervention, and online monitoring probably makes no difference to pulmonary exacerbations.","However, this may make little difference to lung function.",23,9,0.391304347826087
CD013733,merge,Future research should assess the effect of digital technology on adherence in both children and adults.,Future research should assess how technology can improve adherence to inhaled treatments in children and adults and consider how this affects the total treatment plan (adhering to inhaled treatments may decrease time spent on other treatments).,16,36,2.25
CD006811,rephrase,We included one RCT with 41 participants.,We found only one small study with 41 people who had recently been admitted to the intensive care unit after a traumatic head injury.,7,24,3.4285714285714284
CD006811,rephrase,Researchers gave participants 1 g paracetamol or a placebo intravenously at four-hourly intervals for 72 hours.,"This study assessed the effects of paracetamol, given intravenously (through a needle or tube inserted into a vein) for 72 hours, compared to an intravenous salt solution that was disguised to look like the paracetamol solution.",16,36,2.25
CD006811,rephrase,"We could not be certain whether intravenous paracetamol influenced mortality at 28 days (risk ratio 2.86, 95% confidence interval 0.32 to 25.24).",We were not sure whether paracetamol affected the number of people who died within 28 days of injury.,22,18,0.8181818181818182
CD006811,split,"We judged the evidence for this outcome to be very low certainty, meaning we have very little confidence in this effect estimate, and the true result may be substantially different to this effect.",We judged the evidence for death to be very low certainty. This means we are not very confident about the key results in this review.,33,25,0.7575757575757576
CD006811,rephrase,This study was otherwise at low risk of bias.,"Although the study that provided the data generally appeared to use good methods, we judged it to have a high risk of bias because the study authors did not record in advance that they planned to report on the number of people who died, even though they had shared their study plans before they started the study.",9,57,6.333333333333333
CD006811,rephrase,"The included study did not report the primary outcome for this review, which was the number of people with a poor outcome at the end of follow-up (defined as death or dependency, as measured on a scale such as the Glasgow Outcome Score), or any of our secondary outcomes, which included the number of people with further intracranial haemorrhage, extracranial haemorrhage, abnormal intracranial pressure, or pneumonia or other serious infections.","This study did not report information on the outcomes of interest to us, which included: whether people had a poor outcome (defined as death or dependency); additional serious bleeding inside the brain; bleeding of the head outside the brain; increased pressure within the skull (intracranial pressure); pneumonia or other serious infections.",70,51,0.7285714285714285
CD006811,rephrase,The only other completed trial that we found was of a physical intervention that compared advanced fever control (using a surface cooling device) versus conventional fever control in 12 participants.,We found a short report about one very small study of a physical cooling treatment.,30,15,0.5
CD006811,rephrase,"We identified four ongoing studies that will contribute evidence to future updates of the review if they measure relevant outcomes and, in studies with a mixed population, report data separately for participants with TBI.","We also found four ongoing studies, which may provide more evidence for the review once they have completed.",34,18,0.5294117647058824
CD006811,rephrase,The uncertainty is largely driven by limited research into reduction of body temperature to 35 °C to 37.5 °C in people with TBI.,"We are uncertain of the effects of medicines and other physical cooling treatments to reduce body temperature to 35 °C to 37.5 °C, when given to people in hospital after a traumatic head injury.",23,34,1.4782608695652173
CD006811,rephrase,"We propose that future updates of the review, and ongoing and future research in this field, incorporate outcomes that are important to the people receiving the interventions, including side effects of any pharmacological agent (e.g. nausea or vomiting), and discomfort caused by physical therapies.","In future updates, we will assess the side effects of treatments, such as nausea and vomiting, or discomfort, and we hope that ongoing and future studies will also look at these important outcomes.",44,33,0.75
CD009878,split,"Among 22 eligible trials, 17 pairs of groups comparisons were derived from 10 trials (3394 children with mild to moderate asthma), measured growth and contributed data to the meta-analysis.","We found 22 eligible trials, but only 10 of them measured growth or other measures of interest. Overall, 3394 children included in the review combined 17 group comparisons (i.e. 17 pairs of groups of children with mild to moderate asthma using a particular dose and type of steroid in 10 trials).",29,51,1.7586206896551724
CD009878,rephrase,"Trials used ICS (beclomethasone, budesonide, ciclesonide, fluticasone or mometasone) as monotherapy or as combination therapy with a long-acting beta2-agonist and generally compared low (50 to 100 μg) versus low to medium (200 μg) doses of hydrofluoroalkane (HFA)-beclomethasone equivalent over 12 to 52 weeks.","Trials used different ICS molecules (beclomethasone, budesonide, ciclesonide, fluticasone or mometasone) either on their own or in combination with a long-acting beta2-agonist (a drug used to open up the airways) and generally compared low doses of corticosteroids (50 to 100 μg) with low to medium (200 μg) doses of corticosteroids (converted in μg HFA-beclomethasone equivalent) over 12 to 52 weeks.",43,60,1.3953488372093024
CD009878,rephrase,"In the four comparisons reporting linear growth over 12 months, a significant group difference was observed, clearly indicating lower growth velocity in the higher ICS dose group of 5.74 cm/y compared with 5.94 cm/y on lower-dose ICS (N = 728 school-aged children; mean difference (MD)0.20 cm/y, 95% confidence interval (CI) 0.02 to 0.39; high-quality evidence): No statistically significant heterogeneity was noted between trials contributing data.",We found a small but statistically significant group difference in growth over 12 months between these different doses clearly favouring the lower dose of ICS.,65,25,0.38461538461538464
CD009878,rephrase,"The ICS molecules (ciclesonide, fluticasone, mometasone) used in these four comparisons did not significantly influence the magnitude of effect (X2 = 2.19 (2 df), P value 0.33).","The type of corticosteroid among newer molecules (ciclesonide, fluticasone, mometasone) did not seem to influence the impact on growth over one year.",27,22,0.8148148148148148
CD009878,rephrase,"In prepubescent school-aged children with mild to moderate persistent asthma, a small but statistically significant group difference in growth velocity was observed between low doses of ICS and low to medium doses of HFA-beclomethasone equivalent, favouring the use of low-dose ICS.",We report an ICS dose–dependent reduction in growth velocity in prepubescent school-aged children with mild to moderate persistent asthma.,41,19,0.4634146341463415
CD009878,rephrase,"No apparent difference in the magnitude of effect was associated with three molecules reporting one-year growth velocity, namely, mometasone, ciclesonide and fluticasone.","The choice of ICS molecule (mometasone, ciclesonide or fluticasone) was not found to affect the level of growth velocity response over a year.",22,23,1.0454545454545454
CD009878,rephrase,"In view of prevailing parents’ and physicians’ concerns about the growth suppressive effect of ICS, lack of or incomplete reporting of growth velocity in more than 86% (19/22) of eligible paediatric trials, including those using beclomethasone and budesonide, is a matter of concern.","In view of parents' and clinicians' concerns, lack of or incomplete reporting of growth is a matter of concern given the importance of the topic.",43,25,0.5813953488372093
CD009878,rephrase,All future paediatric trials comparing different doses of ICS with or without placebo should systematically document growth.,We recommend that growth be systematically reported in all trials involving children taking ICS for three months or longer.,17,19,1.1176470588235294
CD009878,rephrase,Findings support use of the minimal effective ICS dose in children with asthma.,"Until further data comparing low versus high ICS dose and trials of longer duration are available, we recommend that the minimal effective ICS dose be used in all children with asthma.",13,31,2.3846153846153846
CD011548,rephrase,Five studies including 523 participants reported the diagnostic accuracy of ultrasound.,We identified five studies including 523 participants that reported the diagnostic test accuracy of ultrasound.,11,15,1.3636363636363635
CD011548,rephrase,"One studies (262 participants) compared the accuracy of ultrasound, serum bilirubin and serum alkaline phosphatase in the same participants.","One of these studies, involving 262 participants, also reported the diagnostic test accuracy of serum bilirubin and serum alkaline phosphatase.",19,20,1.0526315789473684
CD011548,ignore,All the studies included people with symptoms.,All the studies included people with symptoms.,7,7,1.0
CD011548,split,One study included only participants without previous cholecystectomy but this information was not available from the remaining studies.,One study included only participants who had not undergone previous cholecystectomy (removal of gallbladder). This information was not available from the remaining studies.,18,23,1.2777777777777777
CD011548,rephrase,All the studies were of poor methodological quality.,"All the studies were of low methodological quality, which may undermine the validity of our findings.",8,16,2.0
CD011548,rephrase,The single study of liver function tests reported diagnostic accuracy at two cut-offs for bilirubin (greater than 22.23 μmol/L and greater than twice the normal limit) and two cut-offs for alkaline phosphatase (greater than 125 IU/L and greater than twice the normal limit).,Evidence from one study suggested that using a level of serum alkaline phosphatase higher than 125 units to distinguish between people who have and people who do not have common bile duct stones gave better diagnostic accuracy than using a level twice the normal limit (which usually ranges between 0 and 40).,43,52,1.2093023255813953
CD011548,rephrase,This study also assessed ultrasound and reported higher sensitivities for bilirubin and alkaline phosphatase at both cut-offs but the specificities of the markers were higher at only the greater than twice the normal limit cut-off.,The study also showed better accuracy for serum alkaline phosphatase compared to serum bilirubin.,35,14,0.4
CD011548,rephrase,"The sensitivity for ultrasound was 0.32 (95% CI 0.15 to 0.54), bilirubin (cut-off greater than 22.23 μmol/L) was 0.84 (95% CI 0.64 to 0.95), and alkaline phosphatase (cut-off greater than 125 IU/L) was 0.92 (95% CI 0.74 to 0.99).","The sensitivity of serum alkaline phosphatase at the 125 units cut-off was 92%, which means that 92 out of 100 people with common bile duct stones would be detected but 8 out of 100 people will be missed.",39,38,0.9743589743589743
CD011548,rephrase,"The specificity for ultrasound was 0.95 (95% CI 0.91 to 0.97), bilirubin (cut-off greater than 22.23 μmol/L) was 0.91 (95% CI 0.86 to 0.94), and alkaline phosphatase (cut-off greater than 125 IU/L) was 0.79 (95% CI 0.74 to 0.84).","Based on an average specificity of 91% for ultrasound, we would expect that on average 91 out of 100 people without common bile duct stones would be identified as not having common bile duct stones; 9 out of 100 would be false positives and not receive appropriate treatment.",39,48,1.2307692307692308
CD011548,rephrase,Many people may have common bile duct stones in spite of having a negative ultrasound or liver function test.,The average number of people with common bile duct stones detected using ultrasound may vary between 44 and 90 out of 100 people.,19,23,1.2105263157894737
CD010052,merge,"We included 16 randomized controlled trials of dihydropyridine calcium channel blockers in this systematic review, with 2768 randomized participants.","We found 16 trials involving 2768 participants that studied five drugs given once a day (amlodipine, lercanidipine, mandipine, nifedipine, and felodipine) and one drug given twice a day (nicardipine).",19,29,1.5263157894736843
CD010052,rephrase,The blood pressure-lowering effect was stable over time; there were no clinically important differences in blood pressure-lowering effect of calcium channel blockers between each hour for either systolic blood pressure (estimated mean hourly differences ranged between 9.45 mmHg and 13.2 mmHg) or diastolic blood pressure (estimated mean hourly differences ranged between 5.85 mmHg and 8.5 mmHg).,The average hourly differences in blood pressure were between 9.45 mmHg and 13.2 mmHg for systolic blood pressure and between 5.85 mmHg and 8.5 mmHg for diastolic blood pressure.,56,29,0.5178571428571429
CD010052,rephrase,Once-daily dihydropyridine calcium channel blockers appeared to lower blood pressure by a relatively constant amount throughout the 24-hour dosing interval.,The amount of blood pressure lowering by dihydropyridine calcium channel blockers stayed relatively the same at every hour throughout a 24-hour day.,20,22,1.1
CD010052,split,Six dihydropyridine calcium channel blockers studied in this review lowered blood pressure by a relatively similar amount each hour over the course of 24 hours.,"This review explores whether the blood pressure lowering effect of dihydropyridine calcium channel blockers in adults (aged 18 years or over) with high blood pressure (systolic blood pressure (the upper blood pressure reading) of at least 140 mmHg or diastolic blood pressure (the lower blood pressure reading) of at least 90 mmHg, or both of these) is consistent or variable over a 24-hour period. We performed a review of studies that compared the 24-hour blood pressure lowering effects of six of these drugs versus a control treatment for at least three weeks.",25,92,3.68
CD010052,rephrase,The benefits and harms of this pattern of blood pressure lowering are unknown.,"At the present time, the benefits and harms of this pattern of blood pressure lowering are unknown.",13,17,1.3076923076923077
CD009917,rephrase,We identified two studies with a total of 100 participants for inclusion in the review.,We found two studies that met our inclusion criteria.,15,9,0.6
CD009917,split,Neither study reported the time taken to the ﬁrst INR in range.,"In this review, our primary outcomes were to assess if the addition of low-dose vitamin K to warfarin had an effect on the time taken to the ﬁrst INR in range; the mean within the therapeutic range; or any adverse events, such as thromboembolic events, haemorrhage, or mortality. Neither study reported the time taken to the ﬁrst INR in range.",12,60,5.0
CD009917,none,"This study found that in the group of participants deemed to have poor INR control, the addition of 150 micrograms (mcg) oral vitamin K significantly improved anticoagulation control in those with unexplained instability of response to warfarin.","This study reported the mean time in therapeutic range as a percentage and found that in the group of participants deemed to have poor INR control, the addition of 150 mcg oral vitamin K significantly improved their anticoagulation control.",37,39,1.054054054054054
CD009917,rephrase,The second study (30 participants) reported the effect of 175 mcg oral vitamin K versus placebo on participants with high variability in their INR levels.,A second six-month study gave a small dose of vitamin K (150 mcg daily) or placebo to participants taking warfarin with existing poor INR control.,25,25,1.0
CD009917,rephrase,The study concluded that vitamin K supplementation did not significantly improve the stability of anticoagulation for participants on chronic anticoagulation therapy.,"Nonetheless, it was suggested that the addition of vitamin K had no benefit.",21,13,0.6190476190476191
CD009917,rephrase,"However, the study was only available in abstract form, and communication with the lead author confirmed that there were no further publications.","One study was only available in an abbreviated format, so we were unable to interpret the results fully.",22,18,0.8181818181818182
CD009917,rephrase,"Neither study reported any thromboembolic events, haemorrhage, or death from the addition of vitamin K supplementation.","Neither study reported any adverse events, such as thromboembolism, haemorrhage, or death.",16,12,0.75
CD009917,rephrase,"Larger, higher quality trials are needed to examine if low-dose vitamin K improves INR control in those starting or already taking warfarin.","We conclude that further larger, higher quality studies are needed to conclude whether adding vitamin K to warfarin for patients starting or already on warfarin improves their anticoagulation control.",22,29,1.3181818181818181
CD008678,rephrase,We included five randomised studies with total of 1049 women evaluating five different technique modifications during either amniocentesis (three studies) or CVS (two studies).,We compare the safety and accuracy of various modifications and included five randomised studies with 1049 women.,24,17,0.7083333333333334
CD008678,rephrase,"For amniocentesis three interventions were evaluated - intramuscular progesterone, hexoprenaline and selecting high or low puncture sites for late 'blind' procedure - each intervention in a single small study.","For amniocentesis, studies evaluated drugs that relax the uterus (tocolytics), progesterone prophylaxis, or compared the difference in safety for different puncture sites.",29,22,0.7586206896551724
CD008678,rephrase,The same applies for terbutaline tocolysis and use of continuous vacuum aspiration during CVS.,"For CVS, one study included tocolysis prior to procedure and the other evaluated the role of continuous vacuum for aspiration of the placental tissue.",14,24,1.7142857142857142
CD008678,rephrase,"Overall, the quality of evidence summarised in this review is not of sufficient quality to change current clinical practice.","Overall, we found no evidence of sufficient quality to change current clinical practice.",19,13,0.6842105263157895
CD008678,rephrase,Any randomised trials of technique modifications that are performed to high standard with adequate safety outcomes and power to detect important clinical differences would be clearly welcome.,Studies of high quality with adequate safety outcomes and power to detect important clinical differences would be clearly welcome.,27,19,0.7037037037037037
CD000974,rephrase,"Sixteen trials, involving over one million adults, children and infants, fulfilled the inclusion criteria.","Sixteen trials, involving over one million adults, children, and infants, were included.",14,12,0.8571428571428571
CD000974,rephrase,"Compared to placebo, vaccinees had a reduced risk of death from cholera (RR 0.49, 95% CI 0.25 to 0.93; 837,442 participants) and a reduced risk of contracting cholera at 12 months (RR 0.52, 95% CI 0.42 to 0.65, random-effects model; 1,512,573 participants).",Injected cholera vaccines reduced the risk of death from cholera and the risk of contracting cholera at 12 months.,42,19,0.4523809523809524
CD000974,merge,"Significant protection lasted for two years, even after only a single dose, and for three years with an annual booster.",Significant protection lasted for two years.,20,6,0.3
CD000974,rephrase,"Injected cholera vaccines were associated with more systemic and local adverse effects compared to placebo, but these were not severe or life-threatening.","Injected cholera vaccines had more systemic and local adverse effects than placebo, but these adverse effects were relatively well tolerated and were not severe or life-threatening.",22,26,1.1818181818181819
CD000974,split,Injected cholera vaccines appear to be safe and relatively more effective than usually realized.,"The authors conclude that injected cholera vaccines appear to be relatively safe and more effective than usually realized. This review provides a solid background of evidence for the effects of cholera injected vaccines, against which to compare the effects of oral vaccines.",14,42,3.0
CD011126,rephrase,"Thirteen studies (1053 women) reported the accuracy of 3D SIS for focal uterine abnormalities; 11 of these (846 women) were suitable for meta-analysis, and eight reported accuracy according to the type of focal abnormality.","Review authors searched for studies published from inception until March 2016 and found 13 studies (in total 1053 women), eight of which directly compared 3D SIS versus 2D SIS.",34,29,0.8529411764705882
CD011126,ignore,"The main problem involving the quality of included studies is insufficient reporting of study methods, resulting in unclear risk of bias for several of the quality domains assessed.","The main problem involving the quality of included studies is insufficient reporting of study methods, resulting in unclear risk of bias for several of the quality domains assessed.",28,28,1.0
CD011126,rephrase,"Therefore, we considered the overall quality of the evidence as low.","Therefore, review authors considered the overall quality of the evidence as low.",11,12,1.0909090909090908
CD011126,rephrase,Low-quality evidence suggests that 3D SIS may be very accurate in detecting intracavitary abnormalities.,Low-quality evidence suggests that 3D SIS may be very accurate in detecting polyps and fibroids.,14,15,1.0714285714285714
CD011126,rephrase,Meta-analysis revealed no statistically significant differences between 2D SIS and 3D SIS.,Our analysis revealed no clear differences between 2D SIS and 3D SIS.,12,12,1.0
CD011126,rephrase,"Summary sensitivity and summary specificity are higher for 3D SIS, but margins of improvement are limited because 2D SIS is already very accurate.",Summary results are higher for 3D SIS but margins of improvement are limited because 2D SIS is already very accurate.,23,20,0.8695652173913043
CD011126,rephrase,"When the technology and appropriate expertise are available, 3D SIS offers an alternative to 2D SIS.",3D SIS is an alternative to 2D SIS for which the technology and appropriate expertise are available.,16,17,1.0625
CD011126,ignore,Both 2D SIS and 3D SIS should be considered alternatives to diagnostic hysteroscopy when intracavitary pathology is suspected in subfertile women and in those with abnormal uterine bleeding.,Both 2D SIS and 3D SIS should be considered alternatives to diagnostic hysteroscopy when intracavitary pathology is suspected in subfertile women and in those with abnormal uterine bleeding.,28,28,1.0
CD005978,split,We included six studies that involved 5193 participants.,"We included six studies that investigated zinc supplements to prevent pneumonia. The studies were conducted in Bangladesh, India, Peru and South Africa and involved 5193 children aged from two to 59 months.",8,32,4.0
CD005978,rephrase,"On subgroup analysis, we found that zinc reduced the incidence of pneumonia defined by specific clinical criteria by 21% (i.e. confirmation by chest examination or chest radiograph) (fixed-effect RR 0.79; 95% CI 0.71 to 0.88, four studies, n = 3261), but had no effect on lower specificity pneumonia case definition (i.e. age-specific fast breathing with or without lower chest indrawing) (fixed-effect RR 0.95; 95% CI 0.86 to 1.06, four studies, n = 1932).","On subgroup analysis, we found that a more stringent diagnosis (radiological examination) increased the reduction in pneumonia incidence.",73,18,0.2465753424657534
CD005978,rephrase,Zinc supplementation in children is associated with a reduction in the incidence and prevalence of pneumonia.,Zinc supplementation was significantly associated with reducing the incidence and prevalence of pneumonia among children aged from two to 59 months.,16,21,1.3125
CD013514,rephrase,This review included 12 studies (with a total of  1915 participants).,We found 12 studies (with a total of 1915 people who participated).,11,12,1.0909090909090908
CD013514,split,Eleven studies compared the effects of Ginkgo biloba with placebo and one study compared the effects of Ginkgo biloba with hearing aids to hearing aids alone.,Eleven studies compared the effects of Ginkgo biloba with placebo. One study compared the effects of Ginkgo biloba combined with hearing aids to hearing aids alone.,26,26,1.0
CD013514,split,"Ginkgo biloba versus placebo When we pooled data from two studies for the primary outcome tinnitus symptom severity, we found that Ginkgo biloba may have little to no effect (Tinnitus Handicap Inventory scores) at three to six months compared to placebo, but the evidence is very uncertain (mean difference (MD) -1.35 (scale 0 to 100), 95% confidence interval (CI) -8.26 to 5.55; 2 studies; 85 participants) (very low-certainty).","When we combined the results of two studies that measured tinnitus severity in the same way we found that Ginkgo biloba may have little to no effect compared to placebo, but the evidence is very uncertain. We looked at four studies that recorded any serious harmful effects, all of which reported none, so Ginkgo probably does not result in any difference in risk compared to placebo.",68,66,0.9705882352941176
CD013514,rephrase,"For the secondary outcomes, one study found that there may be little to no difference between the effects of Ginkgo biloba and placebo on tinnitus loudness measured with audiometric loudness matching at 12 weeks, but the evidence is very uncertain (MD -4.00 (scale -10 to 140 dB), 95% CI -13.33 to 5.33; 1 study; 73 participants) (very low-certainty).","There may not be any difference between Ginkgo biloba and placebo in the effect on tinnitus loudness, but this is very uncertain.",58,22,0.3793103448275862
CD013514,rephrase,"One study found that there may be little to no difference between the effects of Ginkgo biloba and placebo on health-related quality of life measured with the Glasgow Health Status Inventory at three months (MD -0.58 (scale 0 to 100), 95% CI -4.67 to 3.51; 1 study; 60 participants) (low-certainty).","We also found that there may not be any difference in other outcomes (health-related quality of life and minor unwanted effects such as gastrointestinal upset, headache and allergic reaction).",50,29,0.58
CD013514,rephrase,"Ginkgo biloba may not increase the frequency of other adverse effects (gastrointestinal upset, headache, allergic reaction) at three months compared to placebo (risk ratio 0.91, 95% CI 0.52 to 1.60; 4 studies; 1175 participants) (low-certainty).",There is no evidence to suggest that Ginkgo biloba has an effect on tinnitus when compared to placebo.,35,18,0.5142857142857142
CD013514,rephrase,"None of the studies reported the other secondary outcomes of tinnitus intrusiveness or changes in depressive symptoms or depression, anxiety symptoms or generalised anxiety.","For tinnitus loudness we are not confident in the evidence because the study that measured this was very small, some people dropped out and only this one study reported this important outcome.",24,32,1.3333333333333333
CD013514,rephrase,Gingko biloba with concurrent intervention versus concurrent intervention only One study compared Ginkgo biloba with hearing aids to hearing aids only.,We looked at the study that compared Ginkgo biloba combined with hearing aids to hearing aids alone.,21,17,0.8095238095238095
CD013514,rephrase,It assessed the mean difference in the change in Tinnitus Handicap Inventory scores and tinnitus loudness using a 10-point visual analogue scale (VAS) at three months.,It assessed the difference in the change in tinnitus severity and loudness using a scale at three months.,26,18,0.6923076923076923
CD013514,rephrase,"The study did not report adverse effects, tinnitus intrusiveness, changes in depressive symptoms or depression, anxiety symptoms or generalised anxiety, or health-related quality of life.",The study did not report any of the other outcomes we were interested in.,25,14,0.56
CD013514,rephrase,"This was a single, very small study (22 participants) and for all outcomes the certainty of the evidence was very low.","This was a single, very small study (22 people) and the evidence was very uncertain.",21,15,0.7142857142857143
CD013514,rephrase,We were unable to draw meaningful conclusions from the numerical results.,We were unable to draw meaningful conclusions from the findings of this study.,11,13,1.1818181818181819
CD013514,rephrase,There is uncertainty about the benefits and harms of Ginkgo biloba for the treatment of tinnitus when compared to placebo.,We are not confident in the evidence for the effect on tinnitus severity of Ginkgo biloba compared to placebo.,20,19,0.95
CD013514,rephrase,We were unable to draw meaningful conclusions regarding the benefits and harms of Ginkgo biloba when used with concurrent intervention (hearing aids).,We are not confident in the evidence for the effects of Ginkgo in combination with hearing aids because the number of participants in the study was very small.,22,28,1.2727272727272727
CD006123,rephrase,A total of eight studies incorporating 399 participants are included in the updated review.,"We included eight studies, involving 399 adults with traumatic brain injuries, in this review.",14,14,1.0
CD006123,rephrase,The participants were primarily men aged in their mid-thirties who had sustained a severe TBI.,Most study participants were men in their mid-thirties who had severe brain injuries.,15,13,0.8666666666666667
CD006123,rephrase,No studies included children.,We found no studies that included children.,4,7,1.75
CD006123,rephrase,It was uncertain whether fitness training was more or less effective at improving these secondary outcomes compared to the control interventions.,It was unclear whether fitness training was better or worse than the non-exercise interventions or no intervention at improving these outcomes.,21,21,1.0
CD006123,rephrase,There is low-quality evidence that fitness training is effective at improving cardiorespiratory deconditioning after TBI; there is insufficient evidence to draw any definitive conclusions about the other outcomes.,There is not enough evidence to understand the effect of fitness training on other important outcomes.,28,16,0.5714285714285714
CD006123,rephrase,"Whilst the intervention appears to be accepted by people with TBI, and there is no evidence of harm, more adequately powered and well-designed studies are required to determine a more precise estimate of the effect on cardiorespiratory fitness, as well as the effects across a range of important outcome measures and in people with different characteristics (e.g. children).","Whilst fitness training appears to be well attended by people with traumatic brain injury, particularly when supervised, and there is no evidence of harm, further well-designed studies are required before we can draw any definite conclusions.",58,36,0.6206896551724138
CD006123,ignore,"In the absence of high quality evidence, clinicians may be guided by pre-exercise screening checklists to ensure the person with traumatic brain injury is safe to exercise, and set training parameters using guidelines established by the American College of Sports Medicine for people who have suffered a brain injury.","In the absence of high quality evidence, health professionals may be guided by pre-exercise screening checklists to ensure the person with traumatic brain injury is safe to exercise, and to set training parameters using guidelines established by the American College of Sports Medicine for people who have suffered a brain injury.",49,51,1.0408163265306123
CD000380,ignore,Twenty trials were included.,Twenty trials were included.,4,4,1.0
CD000380,ignore,These involved a total of 2562 mostly young active adult males.,These involved a total of 2562 mostly young active adult males.,11,11,1.0
CD000380,rephrase,All trials had methodological weaknesses.,All trials had methodological flaws that could have affected their results.,5,11,2.2
CD000380,rephrase,Data for pooling individual outcomes were only available for a maximum of 12 trials and under 60% of participants.,Data for pooling individual outcomes were only available for a maximum of 12 trials.,19,14,0.7368421052631579
CD000380,rephrase,"The findings of statistically significant differences in favour of the surgical treatment group for the four primary outcomes (non-return to pre-injury level of sports; ankle sprain recurrence; long-term pain; subjective or functional instability) when using the fixed-effect model were not robust when using the random-effects model, nor on the removal of one low quality (quasi-randomised) trial that had more extreme results.","When this trial was excluded, the findings of better results for surgery in terms of return to sports, re-injury, persistent pain and ankle instability as judged by the patient were no longer statistically significant.",61,34,0.5573770491803278
CD000380,ignore,"There was some limited evidence for longer recovery times, and higher incidences of ankle stiffness, impaired ankle mobility and complications in the surgical treatment group.","Conversely, there was some limited evidence for longer recovery times, and higher incidences of ankle stiffness, impaired ankle mobility and complications in the surgical treatment group.",25,26,1.04
CD000380,merge,There is insufficient evidence available from randomised controlled trials to determine the relative effectiveness of surgical and conservative treatment for acute injuries of the lateral ligament complex of the ankle.,We concluded that there was not enough evidence from randomised controlled trials to say whether surgery gives a better result than conservative treatment for acute ankle sprain in adults.,30,29,0.9666666666666667
CD003689,rephrase,"We included 19 RCTs (21 interventions), with 1771 participants in the review.",We included 19 trials (12 pharmacological and seven psychological) involving 1771 participants.,12,12,1.0
CD003689,rephrase,Data were available for 12 pharmacological trials (14 interventions) and seven psychological trials.,"Outcome information was available for nine pharmacological and two psychological trials, which suggested that these treatments might reduce the risk of developing depression.",13,23,1.7692307692307692
